Qw,Qx,Qy,Qz,Ax,Ay,Az,Seq,timestamp_ms
0.062561,0.077393,-0.060974,-0.993164,-146,130,989,878,866094
0.062744,0.077209,-0.060974,-0.993164,-148,131,987,879,866103
0.062805,0.077148,-0.061035,-0.993164,-147,130,979,880,866111
0.062866,0.077026,-0.061096,-0.993164,-145,128,973,881,866120
0.062622,0.077148,-0.061218,-0.993164,-145,127,967,882,866128
0.062378,0.077209,-0.061340,-0.993164,-147,131,976,883,866136
0.062134,0.077332,-0.061462,-0.993164,-148,136,986,884,866145
0.062134,0.077271,-0.061584,-0.993164,-146,136,983,885,866153
0.062073,0.077271,-0.061584,-0.993164,-145,132,976,886,866162
0.062134,0.077209,-0.061646,-0.993164,-141,129,973,887,866169
0.062256,0.077148,-0.061584,-0.993164,-137,127,974,888,866178
0.062134,0.077209,-0.061646,-0.993164,-142,131,980,889,866187
0.062012,0.077271,-0.061646,-0.993164,-144,132,980,890,866195
0.061890,0.077393,-0.061646,-0.993164,-144,131,973,891,866204
0.061707,0.077515,-0.061707,-0.993164,-146,133,975,892,866211
0.061523,0.077637,-0.061707,-0.993164,-145,133,981,893,866220
0.061157,0.077881,-0.061768,-0.993164,-144,135,988,894,866228
0.060913,0.078064,-0.061768,-0.993164,-145,138,991,895,866237
0.060425,0.078369,-0.061890,-0.993164,-148,141,988,896,866245
0.059998,0.078613,-0.061951,-0.993164,-151,143,993,897,866253
0.059570,0.078857,-0.062073,-0.993164,-153,145,995,898,866261
0.059143,0.079102,-0.062195,-0.993164,-154,146,993,899,866270
0.058899,0.079224,-0.062256,-0.993164,-150,143,996,900,866278
0.058533,0.079407,-0.062378,-0.993164,-148,141,998,901,866287
0.058411,0.079468,-0.062378,-0.993164,-147,141,998,902,866295
0.058289,0.079529,-0.062439,-0.993164,-149,141,994,903,866303
0.058167,0.079590,-0.062500,-0.993164,-150,140,988,904,866312
0.057983,0.079651,-0.062561,-0.993164,-152,140,980,905,866320
0.057739,0.079773,-0.062622,-0.993164,-147,137,983,906,866329
0.065369,0.079895,-0.062744,-0.992676,-151,140,988,907,866336
0.065002,0.080017,-0.062927,-0.992676,-152,141,986,908,866345
0.064819,0.080139,-0.062988,-0.992676,-156,141,983,909,866353
0.064575,0.080261,-0.063110,-0.992676,-160,143,978,910,866362
0.064453,0.080261,-0.063232,-0.992676,-161,144,976,911,866370
0.064087,0.080383,-0.063416,-0.992676,-164,147,974,912,866378
0.064026,0.080322,-0.063538,-0.992676,-163,144,978,913,866387
0.064026,0.080261,-0.063660,-0.992676,-160,139,977,914,866395
0.064087,0.080139,-0.063721,-0.992676,-157,136,977,915,866404
0.064270,0.079956,-0.063782,-0.992676,-156,135,978,916,866412
0.064514,0.079712,-0.063843,-0.992676,-152,135,979,917,866420
0.064697,0.079529,-0.063904,-0.992676,-148,131,977,918,866429
0.064941,0.079285,-0.063904,-0.992676,-144,126,980,919,866437
0.057251,0.079102,-0.063904,-0.993164,-145,125,982,920,866446
0.057739,0.078796,-0.063843,-0.993164,-144,125,983,921,866454
