10542,0.9952,0.0084,-0.0465,0.0860,86,-43,1052
10551,0.9952,0.0063,-0.0458,0.0863,75,-48,1025
10560,0.9952,0.0041,-0.0452,0.0864,79,-42,1012
10568,0.9952,0.0032,-0.0454,0.0866,106,-14,1023
10576,0.9951,0.0036,-0.0461,0.0869,160,-10,1000
10584,0.9950,0.0046,-0.0482,0.0872,110,-18,1007
10592,0.9950,0.0057,-0.0481,0.0873,94,11,973
10601,0.9949,0.0083,-0.0491,0.0879,108,29,922
10610,0.9947,0.0118,-0.0507,0.0882,172,35,919
10618,0.9946,0.0156,-0.0517,0.0882,94,2,1001
10626,0.9946,0.0184,-0.0520,0.0879,73,-8,979
10634,0.9945,0.0208,-0.0531,0.0876,81,9,966
10643,0.9944,0.0239,-0.0548,0.0873,227,112,892
10652,0.9943,0.0274,-0.0568,0.0862,107,199,862
10660,0.9942,0.0308,-0.0582,0.0848,-101,-11,1029
10667,0.9941,0.0338,-0.0576,0.0853,104,-68,971
10676,0.9939,0.0371,-0.0572,0.0868,181,81,1043
10685,0.9936,0.0420,-0.0586,0.0869,188,140,1072
10693,0.9935,0.0459,-0.0601,0.0847,167,146,1091
10702,0.9935,0.0486,-0.0632,0.0813,222,149,1088
10709,0.9935,0.0493,-0.0673,0.0778,193,168,1059
10718,0.9935,0.0487,-0.0718,0.0737,146,163,947
10727,0.9934,0.0488,-0.0769,0.0696,97,187,855
10735,0.9932,0.0483,-0.0826,0.0656,144,171,888
10743,0.9930,0.0475,-0.0887,0.0618,137,187,827
10751,0.9927,0.0468,-0.0949,0.0581,142,147,878
10760,0.9922,0.0458,-0.1018,0.0551,149,122,875
10768,0.9917,0.0450,-0.1085,0.0529,176,91,868
10777,0.9911,0.0444,-0.1152,0.0506,173,61,884
10785,0.9906,0.0435,-0.1200,0.0486,172,33,947
10793,0.9902,0.0424,-0.1242,0.0467,203,28,925
10802,0.9898,0.0412,-0.1289,0.0443,218,13,958
10810,0.9895,0.0391,-0.1332,0.0412,201,-20,924
10819,0.9891,0.0365,-0.1376,0.0378,185,-4,925
10827,0.9888,0.0335,-0.1414,0.0348,235,23,937
10835,0.9885,0.0295,-0.1449,0.0319,275,90,932
10843,0.9883,0.0264,-0.1473,0.0297,342,123,958
10852,0.9880,0.0238,-0.1501,0.0282,335,123,955
10860,0.9877,0.0207,-0.1528,0.0272,313,49,994
10869,0.9874,0.0162,-0.1554,0.0269,298,30,953
10877,0.9868,0.0113,-0.1593,0.0262,334,-33,965
10885,0.9862,0.0083,-0.1637,0.0246,309,-22,951
10894,0.9856,0.0075,-0.1675,0.0227,278,-26,939
10902,0.9851,0.0069,-0.1705,0.0207,261,-61,933
10911,0.9846,0.0054,-0.1736,0.0190,310,-54,951
10919,0.9840,0.0033,-0.1774,0.0172,346,-24,931
10927,0.9834,-0.0003,-0.1808,0.0165,325,-61,945
10935,0.9829,-0.0052,-0.1830,0.0176,299,-50,914
10944,0.9826,-0.0106,-0.1844,0.0201,322,-28,940
10953,0.9818,-0.0163,-0.1880,0.0219,428,5,934
10960,0.9807,-0.0205,-0.1930,0.0226,491,61,957
10969,0.9797,-0.0236,-0.1979,0.0222,551,43,987
10977,0.9785,-0.0256,-0.2035,0.0205,453,35,903
10986,0.9773,-0.0260,-0.2092,0.0191,463,-6,919
10995,0.9758,-0.0274,-0.2161,0.0174,448,-29,898
11002,0.9743,-0.0289,-0.2228,0.0157,455,-50,877
11011,0.9726,-0.0313,-0.2300,0.0138,432,-85,877
11019,0.9708,-0.0331,-0.2372,0.0118,456,-102,843
11028,0.9692,-0.0347,-0.2437,0.0105,404,-92,882
11036,0.9680,-0.0377,-0.2478,0.0118,380,-61,771
11044,0.9665,-0.0443,-0.2524,0.0142,539,-111,1009
11052,0.9649,-0.0521,-0.2568,0.0170,530,-177,811
11061,0.9627,-0.0602,-0.2629,0.0191,538,-81,828
11069,0.9606,-0.0635,-0.2698,0.0194,595,-119,833
11078,0.9586,-0.0646,-0.2769,0.0184,606,-83,812
11086,0.9569,-0.0638,-0.2827,0.0184,609,-65,788
11094,0.9555,-0.0635,-0.2876,0.0187,606,-101,771
11103,0.9539,-0.0639,-0.2927,0.0197,607,-103,757
11111,0.9526,-0.0654,-0.2961,0.0220,569,-106,794
11120,0.9514,-0.0681,-0.2993,0.0255,459,-85,762
11128,0.9499,-0.0706,-0.3032,0.0282,492,-160,736
11136,0.9480,-0.0723,-0.3086,0.0299,506,-160,715
11144,0.9465,-0.0718,-0.3132,0.0304,609,-134,788
11153,0.9448,-0.0714,-0.3184,0.0313,568,-147,728
11162,0.9432,-0.0711,-0.3228,0.0325,645,-123,771
11169,0.9415,-0.0718,-0.3276,0.0340,638,-159,658
11178,0.9398,-0.0729,-0.3320,0.0361,677,-63,769
11186,0.9383,-0.0739,-0.3359,0.0367,737,-187,761
11195,0.9359,-0.0778,-0.3413,0.0385,589,-70,702
11204,0.9334,-0.0818,-0.3472,0.0391,582,-122,710
11211,0.9308,-0.0861,-0.3530,0.0384,571,-132,706
11220,0.9282,-0.0881,-0.3596,0.0374,637,-148,587
11228,0.9259,-0.0897,-0.3652,0.0368,659,-190,695
11237,0.9238,-0.0961,-0.3687,0.0375,837,-345,782
11246,0.9211,-0.1048,-0.3728,0.0392,653,-264,671
11253,0.9175,-0.1118,-0.3794,0.0426,690,-261,671
11261,0.9146,-0.1186,-0.3838,0.0457,725,-416,687
11270,0.9118,-0.1245,-0.3882,0.0496,656,-289,630
11278,0.9094,-0.1284,-0.3921,0.0529,721,-186,615
11287,0.9065,-0.1342,-0.3965,0.0554,870,-341,671
11295,0.9029,-0.1427,-0.4011,0.0586,705,-248,640
11303,0.9000,-0.1467,-0.4062,0.0588,731,-340,604
11312,0.8959,-0.1509,-0.4136,0.0598,698,-266,551
11320,0.8929,-0.1541,-0.4187,0.0603,689,-294,564
11329,0.8900,-0.1572,-0.4236,0.0611,727,-328,543
11337,0.8870,-0.1617,-0.4280,0.0627,915,-437,572
11345,0.8839,-0.1688,-0.4309,0.0668,958,-444,648
11354,0.8808,-0.1757,-0.4333,0.0740,594,-250,514
11362,0.8782,-0.1809,-0.4355,0.0798,788,-402,617
11371,0.8757,-0.1859,-0.4377,0.0839,659,-376,604
11379,0.8734,-0.1890,-0.4399,0.0886,682,-377,591
11387,0.8708,-0.1908,-0.4436,0.0924,784,-404,456
11395,0.8674,-0.1938,-0.4485,0.0942,824,-462,535
11404,0.8642,-0.1971,-0.4529,0.0955,803,-426,508
11412,0.8613,-0.1985,-0.4575,0.0967,824,-420,463
11420,0.8585,-0.1998,-0.4622,0.0974,851,-470,467
11429,0.8557,-0.2018,-0.4663,0.0984,838,-485,501
11437,0.8534,-0.2035,-0.4695,0.0991,948,-510,444
11446,0.8515,-0.2046,-0.4724,0.0997,989,-510,461
11454,0.8499,-0.2063,-0.4744,0.1003,961,-517,468
11462,0.8488,-0.2074,-0.4756,0.1014,923,-508,466
11471,0.8475,-0.2097,-0.4766,0.1030,931,-531,475
11479,0.8466,-0.2120,-0.4768,0.1047,912,-507,470
11487,0.8464,-0.2131,-0.4763,0.1064,897,-486,474
11496,0.8464,-0.2142,-0.4753,0.1082,892,-440,472
11504,0.8468,-0.2153,-0.4739,0.1097,887,-401,489
11512,0.8473,-0.2166,-0.4722,0.1107,884,-444,472
11521,0.8479,-0.2177,-0.4705,0.1113,870,-436,480
